"商品特定コード指定","システム商品コード","独自商品コード","商品名","販売価格","数量","オプショングループ"
"0","000000001091","n-lexs54014iwl02","Lenovo IdeaPad S540-14IWL 第8世代 Core i5 8265U メモリ8GB 新品NVMe SSD250GB 14インチ Webカメラ 無線LAN Bluetooth Windows11 Pro Office付き | 中古ノートパソコン 中古パソコン ノートパソコン 軽量 モバイル 【中古】","32800","0","[SP4830]"
"0","000000001092","n-lexx1car05","Lenovo ThinkPad X1 Carbon 14インチ 第5世代 Core i7 5600U メモリ8GB 新品 SSD 256GB Webカメラ 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","27800","0","[SP4150]"
"0","000000001093","n-lexx1car06","Lenovo ThinkPad X1 Carbon 14インチ Core i7 3667U メモリ8GB 新品 SSD 256GB Webカメラ 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","22800","0","[SP4150]"
"0","000000001094","s-camera01","【新品】WEBカメラ HD1280P 高感度マイク内蔵【本体同時購入オプション】","2680","997",""
"0","000000001097","n-hpx840g102","HP EliteBook 840 G1 Webカメラ 14インチ 第4世代 Core i5 4200U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Proノートパソコン Office付き 軽量モバイル 中古","19800","0","[SP4180]"
"0","000000001098","n-hpx840g802","HP EliteBook 840 G8 Webカメラ 14インチ 第11世代 Core i5 1135G7 メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","47800","0","[SP4180]"
"0","000000001099","n-hpxzbook1401","HP Zbook 14 Webカメラ メモリ8GB 新品SSD256GB 第4世代 Core i7 4600U 14インチ 無線LAN Windows11 Pro 64bit Office付き | 中古ノートパソコン 中古パソコン ノートパソコン ノートPC リフレッシュPC 中古","25800","0","[SP4180]"
"0","000000001100","n-lemt440p03","Lenovo ThinkPad T440p Webカメラ 14インチ 第4世代 Core i7 4600M メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","25800","0","[SP4180]"
"0","000000001102","n-toxr632h03","東芝 dynabook R632/H Webカメラ 13.3型ワイド 第3世代 Core i5 3437U メモリ4GB SSD128GB 無線LAN Bluetooth Windows11 Proノートパソコン Office付き 中古","13800","0","[SP4150]"
"0","000000001103","d-nemmkm30b301","NEC Mate MKM30/B-3 第8世代 Core i5 8500 メモリ8GB NVMe SSD256GB DVDマルチ Windows11 Pro デスクトップパソコン Office付き 中古","23999","0","[SP3990]"
"0","000000001104","d-nemmkm30b301b","NEC Mate MKM30/B-3 22型ワイド液晶セット 第8世代 Core i5 8500 メモリ8GB NVMe SSD256GB DVDマルチ Windows11 Pro デスクトップパソコン Office付き 中古","31999","0","[SP4000]"
"0","000000001105","n-nexvk25lxk01","NEC VersaPro VK25L/X-K Webカメラ 15.6インチ 第4世代 Core i3 4100M メモリ8GB SSD128GB テンキー 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","17999","0","[SP3770]"
"0","000000001106","n-dex725002","DELL Latitude E7250 Webカメラ 12.5インチ 第5世代 Core i5 5300U メモリ8GB 新品 SSD512GB 無線LAN Bluetooth ノートパソコン Office付き 軽量 モバイル 中古","23800","0","[SP4160]"
"0","000000001107","n-dexe547003","DELL Latitude E5470 Webカメラ 新品 SSD 256GB Core i5 6300U メモリ8GB 14インチ 無線LAN Windows11 Pro Office付き | 中古パソコン ノートパソコン リフレッシュPC 中古","24800","0","[SP4180]"
"0","000000001108","n-dexvo349002","DELL Vostro 3490 Webカメラ 14インチ 第10世代 Core i5 10210U メモリ8GB 新品SSD256GB フルHD 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き 中古","37800","0","[SP4180]"
"0","000000001109","n-hpx840g103","HP EliteBook 840 G1 Webカメラ 14インチ 第4世代 Core i3 4030U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Proノートパソコン Office付き 軽量モバイル 中古","16800","0","[SP4180]"
"0","000000001110","n-lerl43001","Lenovo ThinkPad L430 Core i7 2630 メモリ8GB 新品SSD256GB DVDROM 14インチ USB3.0 無線LAN Windows11 Pro 64bit Office付き | 中古パソコン ノートパソコン ノートPC Corei5 リフレッシュPC 14型 レノボ シンクパッド 中古","19800","0","[SP4180]"
"0","000000001111","n-lexe46002","Lenovo ThinkPad E460 第6世代 Core i5 6200U メモリ8GB 新品SSD256GB 14インチ USB3.0 無線LAN Windows11 Pro 64bit Office付き 中古パソコン ノートパソコン パソコン Corei5 レノボ 中古","24800","0","[SP4180]"
"0","000000001112","n-lexe47002","WEBカメラ Lenovo ThinkPad L570 14インチ 第7世代 Core i5 7200U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Proノートパソコン Office付き 中古","27800","0","[SP4180]"
"0","000000001120","n-dem346001","DELL Latitude 3460 Webカメラ 14インチ 第5世代 Core i5 5200U メモリ8GB 新品SSD256GB DVDマルチ フルHD 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","21800","0","[SP4180]"
"0","000000001121","n-dexvo349003","DELL Vostro 3490 Webカメラ 14インチ 第10世代 Core i3 10110U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Pro ノートパソコン Office付き","31800","0","[SP4180]"
"0","000000001122","n-fursh75m01","富士通 FMV SH75/M Webカメラ 13.3インチ 第4世代 Core i5 4200U メモリ8GB 新品SSD256GB DVDROM 無線LAN Bluetooth Windows11 Proノートパソコン Office付き 軽量モバイル","19800","0","[SP4180]"
"0","000000001123","n-hpx840g301","HP EliteBook 840 G3 Webカメラ 14インチ 第6世代 Core i5 6300U メモリ8GB 新品SSD256GB 無線LAN Bluetooth Windows11 Proノートパソコン Office付き 軽量モバイル","24800","0","[SP4180]"
"0","000000001124","n-lexc34014iwl01","Lenovo IdeaPad C340-14IWL Webカメラ 第8世代 Core i5 8265U メモリ8GB 新品SSD256GB 14インチ 無線LAN Bluetooth Windows11 Pro Office付き | 中古ノートパソコン 中古パソコン ノートパソコン","29800","0","[SP4180]"
"0","000000001125","n-torb65j03","メモリ8GB 新品SSD256GB 東芝 dynabook Satellite B65/J Core i3 7100U DVDマルチ 15.6インチ テンキー 無線LAN Windows11 Pro Office付き | 中古ノートパソコン 中古パソコン","21800","0","[SP4180]"
"0","000000001126","w-nexvkt16b301","【訳あり】 NEC VersaPro VKT16/B-3 Webカメラ 12.5インチ 第8世代 Core i5 8250U メモリ8GB NVMe SSD256GB 無線LAN Bluetooth ノートパソコン Windows11 Pro Office付き 中古パソコン","25900","2","[SP4870]"
"0","000000001127","d-hpm600g502-d","【デカ盛りパソコン】メモリ16GB×新品SSD1TB搭載 HP ProDesk 600 G5 SF 第9世代 Core i7 9700 DVDマルチ Windows11 Pro デスクトップパソコン Windows11 Office付き 中古","64800","0","[SP3340]"
"0","000000001128","d-hpm600g502-m","【デカ盛りパソコン・マシマシ】メモリ32GB×新品SSD2TB搭載！ HP ProDesk 600 G5 SF 第9世代 Core i7 9700 DVDマルチ Windows11 Pro デスクトップパソコン Windows11 Office付き 中古","88800","0","[SP3360]"
"0","000000001129","d-hpm600g502b-d","【デカ盛りパソコン】メモリ16GB×新品SSD1TB搭載 HP ProDesk 600 G5 SF 22型ワイド液晶セット 第9世代 Core i7 9700 DVDマルチ Windows11 Pro デスクトップパソコン Office付き 中古","72800","0","[SP3350]"
"0","000000001130","d-hpm600g502b-m","【デカ盛りパソコン・マシマシ】メモリ32GB×新品SSD2TB搭載！ HP ProDesk 600 G5 SF 22型ワイド液晶セット 第9世代 Core i7 9700 DVDマルチ Windows11 Pro デスクトップパソコン Office付き 中古","96800","0","[SP3370]"
"0","000000001131","d-hpmz240sf05-d","【デカ盛りパソコン】クリエイティブPC 3D CAD 動画・画像編集 メモリ16GB×新品SSD1TB+HDD2TB搭載 Quadro P400 HP Z240 SFF Workstation Xeon E3-1225 v5 DVDマルチ Windows11 Pro デスクトップパソコン Office付き","37800","0","[SP3340]"
"0","000000001132","d-hpmz240sf05-m","【デカ盛りパソコン・マシマシ】クリエイティブPC 3D CAD 動画・画像編集 メモリ32GB×新品SSD2TB+HDD2TB搭載 Quadro P400 HP Z240 SFF Workstation Xeon E3-1225 v5 DVDマルチ Windows11 Pro デスクトップパソコン Office付き","52800","0","[SP3360]"
"0","000000001133","d-hpmz240sf05b-d","【デカ盛りパソコン】 クリエイティブPC 3D CAD 動画・画像編集 メモリ16GB×新品SSD1TB+HDD2TB搭載 Quadro P400 HP Z240 SFF Workstation 22型ワイド液晶セット Xeon E3-1225 v5 DVDマルチ Windows11 Pro デスクトップパソコン Office付き","45800","0","[SP3340]"
"0","000000001134","d-hpmz240sf05b-m","【デカ盛りパソコン・マシマシ】メモリ32GB×新品SSD2TB+HDD2TB搭載！ クリエイティブPC 3D CAD 動画・画像編集 Windows11 Quadro P400 HP Z240 SFF Workstation 22型ワイド液晶セット Xeon E3-1225 v5 DVDマルチ Windows11 Pro デスクトップパソコン Office付き","60800","0","[SP3370]"
"0","000000001135","d-hpmz240sf06-d","【デカ盛りパソコン】 ゲーミングPC GeForce GT1030 メモリ16GB×新品SSD1TB+HDD2TB搭載！ Windows11 HP Z240 SFF Workstation Xeon E3-1225 v5 DVDマルチ Windows11 Pro デスクトップパソコン Office付き","54800","0","[SP3340]"
"0","000000001136","d-hpmz240sf06-m","【デカ盛りパソコン・マシマシ】 ゲーミングPC GeForce GT1030 メモリ32GB×新品SSD2TB+HDD2TB搭載 Windows11 HP Z240 SFF Workstation Xeon E3-1225 v5 DVDマルチ Windows11 Pro デスクトップパソコン Office付き","69800","0","[SP3360]"
"0","000000001137","d-hpmz240sf06b-d","【デカ盛りパソコン】 ゲーミングPC GeForce GT1030 メモリ16GB×新品SSD1TB+HDD2TB搭載 Windows11 HP Z240 SFF Workstation 22型ワイド液晶セット Xeon E3-1225 v5 DVDマルチ Windows11 Pro デスクトップパソコン Office付き","64800","0","[SP3340]"
"0","000000001138","d-hpmz240sf06b-m","【デカ盛りパソコン・マシマシ】 ゲーミングPC GeForce GT1030 メモリ32GB×新品SSD2TB+HDD2TB搭載！ Windows11 HP Z240 SFF Workstation 22型ワイド液晶セット Xeon E3-1225 v5 DVDマルチ Windows11 Pro デスクトップパソコン Office付き","79800","0","[SP3370]"
"0","000000001139","d-nemmkm30b301-d","【デカ盛りパソコン】メモリ16GB×新品SSD1TB+NVMe SSD256GB搭載 NEC Mate MKM30/B-3 第8世代 Core i5 8500 DVDマルチ Windows11 Pro デスクトップパソコン Office付き 中古","46999","0","[SP3800]"
"0","000000001140","d-nemmkm30b301-m","【デカ盛りパソコン・マシマシ】メモリ32GB×新品SSD2TB+NVMe SSD256GB搭載 NEC Mate MKM30/B-3 第8世代 Core i5 8500 DVDマルチ Windows11 Pro デスクトップパソコン Office付き 中古","70999","0","[SP3360]"
"0","000000001141","d-nemmkm30b301b-d","【デカ盛りパソコン】メモリ16GB×新品SSD1TB+NVMe SSD256GB搭載 NEC Mate MKM30/B-3 22型ワイド液晶セット 第8世代 Core i5 8500 DVDマルチ Windows11 Pro デスクトップパソコン Office付き 中古","54999","0","[SP3810]"
"0","000000001142","d-nemmkm30b301b-m","【デカ盛りパソコン・マシマシ】メモリ32GB×新品SSD2TB+NVMe SSD256GB搭載 NEC Mate MKM30/B-3 22型ワイド液晶セット 第8世代 Core i5 8500 DVDマルチ Windows11 Pro デスクトップパソコン Office付き 中古","78999","0","[SP3370]"
"0","000000001143","n-dexins548002-d","【デカ盛りパソコン】メモリ16GB×新品SSD1TB+NVMe SSD128GB搭載 Webカメラ DELL Inspiron 5480 14インチ 第8世代 Core i7 8565U Bluetooth GeForce MX150 Windows11 Proノートパソコン Office付き 軽量 中古","71800","0","[SP4150]"
"0","000000001144","n-dexins548002-m","【デカ盛りパソコン・マシマシ】メモリ32GB×新品SSD2TB+NVMe SSD128GB搭載 Webカメラ DELL Inspiron 5480 14インチ 第8世代 Core i7 8565U Bluetooth GeForce MX150 Windows11 Proノートパソコン Office付き 軽量 中古","95800","0","[SP4150]"
"0","000000001145","n-hpx820g302-d","【デカ盛りパソコン】メモリ16GB×新品SSD1TB搭載 Windows11 Webカメラ HP EliteBook 820 G3 12.5インチ 第6世代 Core i5 6200U Bluetooth Windows11 Pro ノートパソコン Office付き 軽量 モバイル 中古","39800","0","[SP3390]"
"0","000000001146","n-nervk26hdu02","Webカメラ NEC VersaPro VK26H/D-U 第6世代 Core i7 6600U メモリ8GB 新品SSD256GB 15.6インチ テンキー USB3.0 Windows11 Pro 64bit Office付き 中古ノートパソコン 中古パソコン","34800","0","[SP4180]"
"0","000000001147","w-furah53a301","【訳あり】Webカメラ 富士通 FMV LIFEBOOK AH53/A3 第6世代 Core i7 6700HQ メモリ8GB 新品SSD256GB DVDROM 15.6インチ テンキー Office付き Windows11 Pro 中古ノートパソコン 中古パソコン ノートパソコン ノートPC","27800","0","[SP4180]"
"0","000000001148","w-fuxs936p01","【訳あり】 Windows11 Webカメラ 富士通 LIFEBOOK S936/P 13.3インチ 第6世代 Core i5 6300U メモリ8GB 新品SSD256GB DVDマルチ Bluetooth Windows11 Proノートパソコン Office付き 中古","21800","0","[SP4180]"
"0","000000001149","w-fuxs936p02","【訳あり】 Windows11 Webカメラ 富士通 LIFEBOOK S936/P 13.3インチ 第6世代 Core i5 6300U メモリ8GB 新品SSD256GB DVDマルチ Bluetooth Windows11 Proノートパソコン Office付き 中古","21800","0","[SP4180]"
"0","000000001150","w-hpx450g701","【訳あり】Webカメラ HP ProBook 450 G7 第10世代 Core i5 10210U メモリ8GB 新品SSD256GB 15.6インチ テンキー Bluetooth Windows11 Pro 64bit Office付き 中古パソコン ノートパソコン リフレッシュPC 【中古】","41800","0","[SP4180]"
"0","000000001151","w-nervk26hdu01","【訳あり】Webカメラ NEC VersaPro VK26H/D-U 第6世代 Core i7 6600U メモリ8GB 新品SSD256GB 15.6インチ テンキー USB3.0 Windows11 Pro 64bit Office付き 中古パソコン ノートパソコン","31800","0","[SP4180]"
"0","000000001152","w-nervk26hdu02","【訳あり】Webカメラ NEC VersaPro VK26H/D-U 第6世代 Core i7 6600U メモリ8GB 新品SSD256GB 15.6インチ テンキー USB3.0 Windows11 Pro 64bit Office付き 中古パソコン ノートパソコン","32800","0","[SP4180]"
"0","000000001153","n-dem344003","DELL Latitude 3440 WEBカメラ 新品SSD256GB搭載 第4世代 Core i3 4005U以上 メモリ8GB DVDマルチ 14インチ 無線LAN Windows11 Pro 64bit Office付き|中古ノートパソコン 中古パソコン ノートパソコン","16800","0","[SP4180]"
"0","000000001154","n-dexe545002","DELL Latitude E5450 英語キーボード Webカメラ 新品 SSD 256GB Core i5 5300U メモリ8GB 14インチ 無線LAN Windows11 Pro Office付き | 中古ノートパソコン 中古パソコン ノートパソコン","21800","1","[SP4180]"
"0","000000001155","n-epxna512e01","EPSON NA512E 13.3インチ Windows11 WEBカメラ 第6世代 Core i5 6200U メモリ8GB 新品SSD256GB 無線LAN luetooth Windows11 Pro ノートパソコン Office付き 中古パソコン","24800","0","[SP4180]"
"0","000000001156","n-lexl450s01","Lenovo ThinkPad T450s Webカメラ 新品 SSD 256GB Core i5 5300U メモリ8GB 14インチ 無線LAN Windows11 Pro Office付き 中古ノートパソコン 中古パソコン ノートパソコン","21800","0","[SP4180]"
"0","000000001157","w-dex3530001","【訳あり】DELL Precision 3530 WEBカメラ メモリ32GB 第8世代 Core i7 8750H 新品SSD256GB 15.6インチ フルHD テンキー 無線LAN Bluetooth Windows11 Pro 64bit Office付き | 中古ノートパソコン 中古パソコン ノートパソコン【中古】","49800","0","[SP4180]"
"0","000000001158","w-hpr450g201","【訳あり】HP ProBook 450 G2 Windows11 Webカメラ15.6インチ 第5世代 Core i5 5200U メモリ8GB 新品SSD256GB DVDROM 無線LAN テンキー Bluetooth Windows11 Proノートパソコン Office付き 軽量モバイル 中古","20800","0","[SP4180]"
"0","000000001159","w-hpr450g301","【訳あり】HP ProBook 450 G3 Windows11 Webカメラ 15.6インチ 第6世代 Core i7 6500U メモリ8GB 新品SSD256GB DVDROM 無線LAN テンキー Bluetooth Windows11 Proノートパソコン Office付き 中古","28800","0","[SP4180]"
"0","000000001160","w-somvjs151c11n01","【訳あり】SONY VAIO S15 VJS151C11N Webカメラ ブラック 第6世代 Core i7 6700HQ メモリ16GB 新品SSD256GB DVDマルチ 15.5インチ テンキー USB3.0 無線LAN Bluetooth Windows11 Pro Office付き 中古ノートパソコン 中古パソコン ノートパソコン 中古","31800","0","[SP4180]"
"0","000000001161","n-dexins548003","GeForce MX250搭載 DELL Inspiron 5480 Webカメラ  14インチ 第8世代 Core i7 8565U メモリ8GB 新品NVMe SSD256GB Bluetooth Windows11 Proノートパソコン Office付き【中古】","52800","0","[SP4180]"
"0","000000001162","n-eprnj4100e01","EPSON Endeavor NJ4100E Webカメラ 15.6インチ 第7世代 Core i3 7100U メモリ8GB 新品SSD256GB DVDROM テンキー Bluetooth Windows11 Pro ノートパソコン Office付き【中古】","19800","0","[SP4180]"
